StationId,DateString,MaxTempF,MinTempF,Year,Month,Day,Date
235,01/01/2014,62.5,26,2014,0,01,"2014,0,01"
235,01/02/2014,68.3,30.6,2014,0,02,"2014,0,02"
235,01/03/2014,68.1,27.4,2014,0,03,"2014,0,03"
235,01/04/2014,70,27.4,2014,0,04,"2014,0,04"
235,01/05/2014,66.2,25.8,2014,0,05,"2014,0,05"
235,01/06/2014,64.1,28.2,2014,0,06,"2014,0,06"
235,01/07/2014,64.3,29.8,2014,0,07,"2014,0,07"
235,01/08/2014,58.1,30.7,2014,0,08,"2014,0,08"
235,01/09/2014,64.8,36.7,2014,0,09,"2014,0,09"
235,01/10/2014,64.3,28.9,2014,0,10,"2014,0,10"
235,01/11/2014,59.3,36.9,2014,0,11,"2014,0,11"
235,01/12/2014,62,31,2014,0,12,"2014,0,12"
235,01/13/2014,66.3,28.7,2014,0,13,"2014,0,13"
235,01/14/2014,65.9,31.3,2014,0,14,"2014,0,14"
235,01/15/2014,70.5,25.8,2014,0,15,"2014,0,15"
235,01/16/2014,73.6,21.6,2014,0,16,"2014,0,16"
235,01/17/2014,71.9,29.4,2014,0,17,"2014,0,17"
235,01/18/2014,73,25.6,2014,0,18,"2014,0,18"
235,01/19/2014,70.8,28.4,2014,0,19,"2014,0,19"
235,01/20/2014,73,26.7,2014,0,20,"2014,0,20"
235,01/21/2014,70.7,28.9,2014,0,21,"2014,0,21"
235,01/22/2014,69.9,24.1,2014,0,22,"2014,0,22"
235,01/23/2014,76.5,26.8,2014,0,23,"2014,0,23"
235,01/24/2014,79,38.3,2014,0,24,"2014,0,24"
235,01/25/2014,77.2,32.4,2014,0,25,"2014,0,25"
235,01/26/2014,70.1,32,2014,0,26,"2014,0,26"
235,01/27/2014,63.8,30.9,2014,0,27,"2014,0,27"
235,01/28/2014,70.4,41.6,2014,0,28,"2014,0,28"
235,01/29/2014,61.8,44.6,2014,0,29,"2014,0,29"
235,01/30/2014,66.3,47,2014,0,30,"2014,0,30"
235,01/31/2014,63.1,33.6,2014,0,31,"2014,0,31"
235,02/01/2014,61.8,29.8,2014,1,01,"2014,1,01"
235,02/02/2014,49,37.1,2014,1,02,"2014,1,02"
235,02/03/2014,59.5,31.5,2014,1,03,"2014,1,03"
235,02/04/2014,59.5,27.8,2014,1,04,"2014,1,04"
235,02/05/2014,54.6,24.8,2014,1,05,"2014,1,05"
235,02/06/2014,48.7,41.9,2014,1,06,"2014,1,06"
235,02/07/2014,51.2,46.2,2014,1,07,"2014,1,07"
235,02/08/2014,55.7,50.3,2014,1,08,"2014,1,08"
235,02/09/2014,58.5,55.1,2014,1,09,"2014,1,09"
235,02/10/2014,66.2,46.8,2014,1,10,"2014,1,10"
235,02/11/2014,64.9,42.9,2014,1,11,"2014,1,11"
235,02/12/2014,65.2,46.2,2014,1,12,"2014,1,12"
235,02/13/2014,71.8,50.3,2014,1,13,"2014,1,13"
235,02/14/2014,66.7,50.8,2014,1,14,"2014,1,14"
235,02/15/2014,61.8,51.2,2014,1,15,"2014,1,15"
235,02/16/2014,66.4,39.5,2014,1,16,"2014,1,16"
235,02/17/2014,63.5,33.7,2014,1,17,"2014,1,17"
235,02/18/2014,63.6,37.2,2014,1,18,"2014,1,18"
235,02/19/2014,66,42.7,2014,1,19,"2014,1,19"
235,02/20/2014,68.6,38.2,2014,1,20,"2014,1,20"
235,02/21/2014,72.3,35.9,2014,1,21,"2014,1,21"
235,02/22/2014,73,34.3,2014,1,22,"2014,1,22"
235,02/23/2014,74.4,36.3,2014,1,23,"2014,1,23"
235,02/24/2014,78,37.1,2014,1,24,"2014,1,24"
235,02/25/2014,75.3,38.3,2014,1,25,"2014,1,25"
235,02/26/2014,62,48.4,2014,1,26,"2014,1,26"
235,02/27/2014,66.8,46.4,2014,1,27,"2014,1,27"
235,02/28/2014,60.9,49.4,2014,1,28,"2014,1,28"
235,03/01/2014,67.4,48.6,2014,2,01,"2014,2,01"
235,03/02/2014,61.2,45.2,2014,2,02,"2014,2,02"
235,03/03/2014,58.1,49.7,2014,2,03,"2014,2,03"
235,03/04/2014,63.5,50.8,2014,2,04,"2014,2,04"
235,03/05/2014,67,51.4,2014,2,05,"2014,2,05"
235,03/06/2014,68.9,44.9,2014,2,06,"2014,2,06"
235,03/07/2014,72.3,43.3,2014,2,07,"2014,2,07"
235,03/08/2014,70.6,35.9,2014,2,08,"2014,2,08"
235,03/09/2014,67.7,52.5,2014,2,09,"2014,2,09"
235,03/10/2014,68.9,49.2,2014,2,10,"2014,2,10"
235,03/11/2014,70.6,44,2014,2,11,"2014,2,11"
235,03/12/2014,75.3,39.9,2014,2,12,"2014,2,12"
235,03/13/2014,78.6,36.7,2014,2,13,"2014,2,13"
235,03/14/2014,76.3,40,2014,2,14,"2014,2,14"
235,03/15/2014,81.2,43.1,2014,2,15,"2014,2,15"
235,03/16/2014,78.3,41.4,2014,2,16,"2014,2,16"
235,03/17/2014,69.9,43.3,2014,2,17,"2014,2,17"
235,03/18/2014,73.9,45.9,2014,2,18,"2014,2,18"
235,03/19/2014,77.6,33.7,2014,2,19,"2014,2,19"
235,03/20/2014,79.7,40.4,2014,2,20,"2014,2,20"
235,03/21/2014,78.3,36.6,2014,2,21,"2014,2,21"
235,03/22/2014,77.7,37.5,2014,2,22,"2014,2,22"
235,03/23/2014,80.5,34.5,2014,2,23,"2014,2,23"
235,03/24/2014,82.5,34.7,2014,2,24,"2014,2,24"
235,03/25/2014,65.7,42.9,2014,2,25,"2014,2,25"
235,03/26/2014,60.2,47.4,2014,2,26,"2014,2,26"
235,03/27/2014,65,49,2014,2,27,"2014,2,27"
235,03/28/2014,68.8,51.4,2014,2,28,"2014,2,28"
235,03/29/2014,57.6,45.3,2014,2,29,"2014,2,29"
235,03/30/2014,64.9,39.9,2014,2,30,"2014,2,30"
235,03/31/2014,58,41.4,2014,2,31,"2014,2,31"
235,04/01/2014,55.8,43.7,2014,3,01,"2014,3,01"
235,04/02/2014,65.5,41.1,2014,3,02,"2014,3,02"
235,04/03/2014,66.3,40.7,2014,3,03,"2014,3,03"
235,04/04/2014,62.4,40.2,2014,3,04,"2014,3,04"
235,04/05/2014,74.6,37.6,2014,3,05,"2014,3,05"
235,04/06/2014,81,38.8,2014,3,06,"2014,3,06"
235,04/07/2014,85.5,42.7,2014,3,07,"2014,3,07"
235,04/08/2014,86.8,47.1,2014,3,08,"2014,3,08"
235,04/09/2014,84.7,50.8,2014,3,09,"2014,3,09"
235,04/10/2014,86.8,39.3,2014,3,10,"2014,3,10"
235,04/11/2014,82.9,46.2,2014,3,11,"2014,3,11"
235,04/12/2014,74.9,47.1,2014,3,12,"2014,3,12"
235,04/13/2014,81.9,42.8,2014,3,13,"2014,3,13"
235,04/14/2014,81.7,40.6,2014,3,14,"2014,3,14"
235,04/15/2014,86.3,43.2,2014,3,15,"2014,3,15"
235,04/16/2014,84.3,42.6,2014,3,16,"2014,3,16"
235,04/17/2014,84.9,43.9,2014,3,17,"2014,3,17"
235,04/18/2014,85.9,49.9,2014,3,18,"2014,3,18"
235,04/19/2014,81.4,49.1,2014,3,19,"2014,3,19"
235,04/20/2014,88.6,41.9,2014,3,20,"2014,3,20"
235,04/21/2014,75.7,52.8,2014,3,21,"2014,3,21"
235,04/22/2014,71.4,46.2,2014,3,22,"2014,3,22"
235,04/23/2014,75.8,34.8,2014,3,23,"2014,3,23"
235,04/24/2014,76,49.8,2014,3,24,"2014,3,24"
235,04/25/2014,58.6,45.2,2014,3,25,"2014,3,25"
235,04/26/2014,65.6,38.1,2014,3,26,"2014,3,26"
235,04/27/2014,67.9,47.6,2014,3,27,"2014,3,27"
235,04/28/2014,77.3,48.3,2014,3,28,"2014,3,28"
235,04/29/2014,91.2,45.7,2014,3,29,"2014,3,29"
235,04/30/2014,92.8,45.3,2014,3,30,"2014,3,30"
235,05/01/2014,92.7,49.2,2014,4,01,"2014,4,01"
235,05/02/2014,87.8,48.3,2014,4,02,"2014,4,02"
235,05/03/2014,77.5,53.6,2014,4,03,"2014,4,03"
235,05/04/2014,74.6,50.2,2014,4,04,"2014,4,04"
235,05/05/2014,73.6,47.3,2014,4,05,"2014,4,05"
235,05/06/2014,76.5,49.3,2014,4,06,"2014,4,06"
235,05/07/2014,77.6,42.8,2014,4,07,"2014,4,07"
235,05/08/2014,71.4,52.6,2014,4,08,"2014,4,08"
235,05/09/2014,75.5,51.7,2014,4,09,"2014,4,09"
235,05/10/2014,74.2,41.2,2014,4,10,"2014,4,10"
235,05/11/2014,80.9,46.6,2014,4,11,"2014,4,11"
235,05/12/2014,87.6,45.5,2014,4,12,"2014,4,12"
235,05/13/2014,91.1,47.3,2014,4,13,"2014,4,13"
235,05/14/2014,95.2,49.6,2014,4,14,"2014,4,14"
235,05/15/2014,93.3,55.4,2014,4,15,"2014,4,15"
235,05/16/2014,89.1,57,2014,4,16,"2014,4,16"
235,05/17/2014,80.5,56.5,2014,4,17,"2014,4,17"
235,05/18/2014,80,55,2014,4,18,"2014,4,18"
235,05/19/2014,75.9,53.8,2014,4,19,"2014,4,19"
235,05/20/2014,73.4,50.2,2014,4,20,"2014,4,20"
235,05/21/2014,87.3,59.4,2014,4,21,"2014,4,21"
235,05/22/2014,89.8,52.4,2014,4,22,"2014,4,22"
235,05/23/2014,93.3,52.3,2014,4,23,"2014,4,23"
235,05/24/2014,93.4,55,2014,4,24,"2014,4,24"
235,05/25/2014,96.4,53.2,2014,4,25,"2014,4,25"
235,05/26/2014,93.4,51.3,2014,4,26,"2014,4,26"
235,05/27/2014,91.5,57.7,2014,4,27,"2014,4,27"
235,05/28/2014,83.2,48.6,2014,4,28,"2014,4,28"
235,05/29/2014,89.7,59.1,2014,4,29,"2014,4,29"
235,05/30/2014,85.4,54.1,2014,4,30,"2014,4,30"
235,05/31/2014,86.1,48.6,2014,4,31,"2014,4,31"
235,06/01/2014,91.1,49.7,2014,5,01,"2014,5,01"
235,06/02/2014,86.4,53.9,2014,5,02,"2014,5,02"
235,06/03/2014,86.4,51,2014,5,03,"2014,5,03"
235,06/04/2014,95.7,48.7,2014,5,04,"2014,5,04"
235,06/05/2014,94.3,57.3,2014,5,05,"2014,5,05"
240,01/01/2014,78.2,27.6,2014,0,01,"2014,0,01"
240,01/02/2014,79.8,32.7,2014,0,02,"2014,0,02"
240,01/03/2014,77.4,34.5,2014,0,03,"2014,0,03"
240,01/04/2014,72.2,33.5,2014,0,04,"2014,0,04"
240,01/05/2014,72.1,30.5,2014,0,05,"2014,0,05"
240,01/06/2014,74.1,29.2,2014,0,06,"2014,0,06"
240,01/07/2014,68.6,28.8,2014,0,07,"2014,0,07"
240,01/08/2014,70.4,30.8,2014,0,08,"2014,0,08"
240,01/09/2014,63.7,32.2,2014,0,09,"2014,0,09"
240,01/10/2014,79.6,30,2014,0,10,"2014,0,10"
240,01/11/2014,78.5,31.2,2014,0,11,"2014,0,11"
240,01/12/2014,67.9,30.7,2014,0,12,"2014,0,12"
240,01/13/2014,74.6,31.4,2014,0,13,"2014,0,13"
240,01/14/2014,79.9,27.9,2014,0,14,"2014,0,14"
240,01/15/2014,80.2,34,2014,0,15,"2014,0,15"
240,01/16/2014,81.2,31.7,2014,0,16,"2014,0,16"
240,01/17/2014,82.2,32.3,2014,0,17,"2014,0,17"
240,01/18/2014,82.1,30.6,2014,0,18,"2014,0,18"
240,01/19/2014,82.4,32.9,2014,0,19,"2014,0,19"
240,01/20/2014,81.5,31,2014,0,20,"2014,0,20"
240,01/21/2014,77.2,34.7,2014,0,21,"2014,0,21"
240,01/22/2014,78.2,38.6,2014,0,22,"2014,0,22"
240,01/23/2014,76.8,30.7,2014,0,23,"2014,0,23"
240,01/24/2014,73.3,44.9,2014,0,24,"2014,0,24"
240,01/25/2014,77.5,41.1,2014,0,25,"2014,0,25"
240,01/26/2014,68.2,36.6,2014,0,26,"2014,0,26"
240,01/27/2014,69.5,37.7,2014,0,27,"2014,0,27"
240,01/28/2014,78.7,33.5,2014,0,28,"2014,0,28"
240,01/29/2014,80,36.8,2014,0,29,"2014,0,29"
240,01/30/2014,62.9,38,2014,0,30,"2014,0,30"
240,01/31/2014,61.3,42.8,2014,0,31,"2014,0,31"
240,02/01/2014,60.1,29.7,2014,1,01,"2014,1,01"
240,02/02/2014,60.7,25.9,2014,1,02,"2014,1,02"
240,02/03/2014,59.7,35.6,2014,1,03,"2014,1,03"
240,02/04/2014,57.8,32.3,2014,1,04,"2014,1,04"
240,02/05/2014,60.9,36.5,2014,1,05,"2014,1,05"
240,02/06/2014,54.3,42.2,2014,1,06,"2014,1,06"
240,02/07/2014,61.2,46.7,2014,1,07,"2014,1,07"
240,02/08/2014,65.2,43.5,2014,1,08,"2014,1,08"
240,02/09/2014,61.9,46,2014,1,09,"2014,1,09"
240,02/10/2014,69.4,44.6,2014,1,10,"2014,1,10"
240,02/11/2014,76.1,34.7,2014,1,11,"2014,1,11"
240,02/12/2014,82.2,39.3,2014,1,12,"2014,1,12"
240,02/13/2014,86.3,40.2,2014,1,13,"2014,1,13"
240,02/14/2014,87.5,36.3,2014,1,14,"2014,1,14"
240,02/15/2014,87.9,38.1,2014,1,15,"2014,1,15"
240,02/16/2014,81.2,41.7,2014,1,16,"2014,1,16"
240,02/17/2014,77,38.8,2014,1,17,"2014,1,17"
240,02/18/2014,75.1,41.5,2014,1,18,"2014,1,18"
240,02/19/2014,73.3,43.1,2014,1,19,"2014,1,19"
240,02/20/2014,79.4,36,2014,1,20,"2014,1,20"
240,02/21/2014,80.4,41.6,2014,1,21,"2014,1,21"
240,02/22/2014,76.4,36.3,2014,1,22,"2014,1,22"
240,02/23/2014,78.1,37.5,2014,1,23,"2014,1,23"
240,02/24/2014,79.3,36.8,2014,1,24,"2014,1,24"
240,02/25/2014,74.1,43.3,2014,1,25,"2014,1,25"
240,02/26/2014,63,45.1,2014,1,26,"2014,1,26"
240,02/27/2014,68.8,52.7,2014,1,27,"2014,1,27"
240,02/28/2014,62.2,50.6,2014,1,28,"2014,1,28"
240,03/01/2014,55.8,49.7,2014,2,01,"2014,2,01"
240,03/02/2014,57.8,47.9,2014,2,02,"2014,2,02"
240,03/03/2014,69.5,48.2,2014,2,03,"2014,2,03"
240,03/04/2014,65.9,47,2014,2,04,"2014,2,04"
240,03/05/2014,80.4,43.6,2014,2,05,"2014,2,05"
240,03/06/2014,76.2,47.5,2014,2,06,"2014,2,06"
240,03/07/2014,75.8,49.6,2014,2,07,"2014,2,07"
240,03/08/2014,77.7,43.3,2014,2,08,"2014,2,08"
240,03/09/2014,80.4,42.6,2014,2,09,"2014,2,09"
240,03/10/2014,79.8,39.3,2014,2,10,"2014,2,10"
240,03/11/2014,75.6,40.9,2014,2,11,"2014,2,11"
240,03/12/2014,74.5,43.9,2014,2,12,"2014,2,12"
240,03/13/2014,74,32,2014,2,13,"2014,2,13"
240,03/14/2014,78.3,39.8,2014,2,14,"2014,2,14"
240,03/15/2014,84,41.9,2014,2,15,"2014,2,15"
240,03/16/2014,87,38.7,2014,2,16,"2014,2,16"
240,03/17/2014,80.3,41.3,2014,2,17,"2014,2,17"
240,03/18/2014,76.6,50.3,2014,2,18,"2014,2,18"
240,03/19/2014,79.2,37.7,2014,2,19,"2014,2,19"
240,03/20/2014,77.4,40.1,2014,2,20,"2014,2,20"
240,03/21/2014,69.7,49,2014,2,21,"2014,2,21"
240,03/22/2014,70,50.7,2014,2,22,"2014,2,22"
240,03/23/2014,73.6,44.3,2014,2,23,"2014,2,23"
240,03/24/2014,72.8,53.1,2014,2,24,"2014,2,24"
240,03/25/2014,64.2,53.1,2014,2,25,"2014,2,25"
240,03/26/2014,62.8,50.1,2014,2,26,"2014,2,26"
240,03/27/2014,64.8,43.1,2014,2,27,"2014,2,27"
240,03/28/2014,73.5,37.4,2014,2,28,"2014,2,28"
240,03/29/2014,81.1,41.5,2014,2,29,"2014,2,29"
240,03/30/2014,70.5,42.8,2014,2,30,"2014,2,30"
240,03/31/2014,68.9,37.3,2014,2,31,"2014,2,31"
240,04/01/2014,61.9,44.9,2014,3,01,"2014,3,01"
240,04/02/2014,59.8,39.6,2014,3,02,"2014,3,02"
240,04/03/2014,70.4,31.3,2014,3,03,"2014,3,03"
240,04/04/2014,65.1,42.8,2014,3,04,"2014,3,04"
240,04/05/2014,67.8,36.8,2014,3,05,"2014,3,05"
240,04/06/2014,80.3,38.1,2014,3,06,"2014,3,06"
240,04/07/2014,89,37.2,2014,3,07,"2014,3,07"
240,04/08/2014,91.3,43.5,2014,3,08,"2014,3,08"
240,04/09/2014,91.4,45.5,2014,3,09,"2014,3,09"
240,04/10/2014,89.7,40.3,2014,3,10,"2014,3,10"
240,04/11/2014,85.5,46.9,2014,3,11,"2014,3,11"
240,04/12/2014,69.1,49.1,2014,3,12,"2014,3,12"
240,04/13/2014,72,52.4,2014,3,13,"2014,3,13"
240,04/14/2014,85.7,41.5,2014,3,14,"2014,3,14"
240,04/15/2014,86.1,44.5,2014,3,15,"2014,3,15"
240,04/16/2014,81.6,41.6,2014,3,16,"2014,3,16"
240,04/17/2014,79.8,45.7,2014,3,17,"2014,3,17"
240,04/18/2014,76.8,53.8,2014,3,18,"2014,3,18"
240,04/19/2014,80.9,46.1,2014,3,19,"2014,3,19"
240,04/20/2014,86.4,46.6,2014,3,20,"2014,3,20"
240,04/21/2014,88.9,48.2,2014,3,21,"2014,3,21"
240,04/22/2014,74.2,50,2014,3,22,"2014,3,22"
240,04/23/2014,76,45.5,2014,3,23,"2014,3,23"
240,04/24/2014,81.7,45.7,2014,3,24,"2014,3,24"
240,04/25/2014,71.2,46.6,2014,3,25,"2014,3,25"
240,04/26/2014,63.1,45.8,2014,3,26,"2014,3,26"
240,04/27/2014,69.5,47.6,2014,3,27,"2014,3,27"
240,04/28/2014,83.2,42.4,2014,3,28,"2014,3,28"
240,04/29/2014,85.9,51.5,2014,3,29,"2014,3,29"
240,04/30/2014,85.1,47.9,2014,3,30,"2014,3,30"
240,05/01/2014,90.5,46,2014,4,01,"2014,4,01"
240,05/02/2014,96,46.5,2014,4,02,"2014,4,02"
240,05/03/2014,94.2,47.2,2014,4,03,"2014,4,03"
240,05/04/2014,88.9,45.6,2014,4,04,"2014,4,04"
240,05/05/2014,76.2,43.2,2014,4,05,"2014,4,05"
240,05/06/2014,65,32,2014,4,06,"2014,4,06"
240,05/07/2014,67,49.9,2014,4,07,"2014,4,07"
240,05/08/2014,75,51.4,2014,4,08,"2014,4,08"
240,05/09/2014,78,46.8,2014,4,09,"2014,4,09"
240,05/10/2014,75.8,54.2,2014,4,10,"2014,4,10"
240,05/11/2014,80.3,48.2,2014,4,11,"2014,4,11"
240,05/12/2014,87.7,42.3,2014,4,12,"2014,4,12"
240,05/13/2014,89.3,45,2014,4,13,"2014,4,13"
240,05/14/2014,95.1,58.9,2014,4,14,"2014,4,14"
240,05/15/2014,100.5,48.1,2014,4,15,"2014,4,15"
240,05/16/2014,97.9,52.7,2014,4,16,"2014,4,16"
240,05/17/2014,93.3,51.4,2014,4,17,"2014,4,17"
240,05/18/2014,84,54.5,2014,4,18,"2014,4,18"
240,05/19/2014,77.4,57.8,2014,4,19,"2014,4,19"
240,05/20/2014,70.6,53,2014,4,20,"2014,4,20"
240,05/21/2014,73,44,2014,4,21,"2014,4,21"
240,05/22/2014,71.7,55,2014,4,22,"2014,4,22"
240,05/23/2014,78.2,57.8,2014,4,23,"2014,4,23"
240,05/24/2014,76.9,58.4,2014,4,24,"2014,4,24"
240,05/25/2014,89.3,59,2014,4,25,"2014,4,25"
240,05/26/2014,94.2,54.6,2014,4,26,"2014,4,26"
240,05/27/2014,95.4,56.4,2014,4,27,"2014,4,27"
240,05/28/2014,90.2,59.3,2014,4,28,"2014,4,28"
240,05/29/2014,89.3,55.9,2014,4,29,"2014,4,29"
240,05/30/2014,92.8,50.7,2014,4,30,"2014,4,30"
240,05/31/2014,92.2,49.5,2014,4,31,"2014,4,31"
240,06/01/2014,92.6,47.1,2014,5,01,"2014,5,01"
240,06/02/2014,91.6,48.5,2014,5,02,"2014,5,02"
240,06/03/2014,92.3,48,2014,5,03,"2014,5,03"
240,06/04/2014,93.3,51.9,2014,5,04,"2014,5,04"
240,06/05/2014,92.7,50.1,2014,5,05,"2014,5,05"
